Rozwiązania dla macierzy 1:
x17 = -2,47870560079408
x18 = -0,432435979574122
x19 = 3,1185214433594
x20 = 1,23269425382416
x21 = 6,28442261757898
x22 = 2,13511768191618
x23 = -4,54127993380372
x24 = -0,0959979579529597
x25 = 4,08294754025506
x26 = 1,29144717159422
x27 = -2,42068624363448
x28 = 1,88620593376966
x29 = 4,42070560061459
x30 = 1,68628489026938

Rozwiązania dla macierzy 28:
x1 = -0,495762048231838
x2 = 1,87188654980138
x3 = -1,03447857604108
x4 = 0,016233486718787
x5 = -0,354564212628627
x6 = 0,749291585211774
x7 = -0,00566521431173328
x8 = 0,204942940213124
x9 = -0,6893055179514
x10 = 0,205744899325957
x11 = -0,3921407446441
x12 = 0,533374565848017
x13 = -0,28598925768508
x14 = 0,77086649663467
x15 = 0,186670301509418
x16 = 0,11286198049347
x17 = -0,745653921985604
x18 = 0,678476869170683
x19 = -0,680176656897383
x20 = 0,748297454071188
x21 = -0,185212977015943
x22 = 0,65903874492847
x23 = -0,0486631353360655
x24 = 0,90500840085638
x25 = 0,610242979076778
x26 = 0,374677886115226
x27 = -0,045722960232992
x28 = 0,175539801196109
x29 = 0,894775740796717
x30 = -0,571761070669216

Rozwiązania dla macierzy 29:
x1 = -0,647966812631523
x2 = -0,115344987218045
x3 = -0,535996570751976
x4 = -0,517808516660787
x5 = 0,193496686125728
x6 = 0,482053316424891
x7 = -0,23978709191334
x8 = 1,0055914726339
x9 = -0,323785383921622
x10 = -0,415020594950515
x11 = -0,238829703040873
x12 = -0,779733892152315
x13 = 1,00895466694024
x14 = 0,132097476216351
x15 = 0,13312423137908
x16 = -0,975272022520559
x17 = 0,765644326246058
x18 = -0,050498390122292
x19 = 1,00802326182238
x20 = 0,517201839738362
x21 = 0,254375185106396
x22 = -0,406861612509487
x23 = -0,131671747972952
x24 = -0,282786526160901
x25 = 1,07959544645221
x26 = 0,822814910814919
x27 = 0,0454878337365355
x28 = -0,0177594520564405
x29 = -0,271321540964696
x30 = 0,935106833411897

Rozwiązania dla macierzy 30:
x1 = 1,17484163382638
x2 = 1,45244483103044
x3 = 1,03509628614403
